1
-.23597645E+001 -.30751653E+001 -.15247416E+001 -.30972622E+001 -.23633648E+001 -.31013280E+001 -.23552680E+001 -.29342174E+001 -.15000000E+002 -.14885424E+001
-.12110743E+001 -.15000000E+002 -.15152554E+001 -.31053453E+001 -.29406692E+001 -.14896098E+001 -.12597101E+001 -.11928702E+001 -.11758462E+001 -.16325761E+001
-.21580896E+001 -.86870229E+000 -.15436444E+001 -.13876874E+001 -.18453278E+001 0.12841457E+001 0.11937010E+001 0.85505070E+000 0.23195175E+001 0.22615760E+001
0.14639524E+001 0.10896935E+001 0.30563833E+001 0.21542448E+001 0.41816890E+001 0.11795413E+001 0.21155512E+001 0.12364057E+001 0.40968426E+001 0.12654304E+001
0.16447685E+001 0.32337194E+001 -.24870460E+001 -.96608508E+000 -.15998871E+001 -.73473458E+000 -.99499831E+000 -.75824567E+000 -.14547203E+001 -.18006651E+001
-.67247521E+000 -.44818329E+000 -.58969084E+000 -.14276506E+000 -.43002234E+000 -.69336327E+000 -.76662995E+000 -.32264704E+000 -.31956617E+000 0.98297700E+000
0.27472804E+001 0.18743194E+001 -.21391445E+001 -.13886413E+001 -.13245099E+001 0.76619853E+000 0.22245432E+001 0.13369560E+001 0.35554100E+001 0.12053315E+001
0.16842679E+001 0.32284959E+001 0.22698820E+001 0.32348116E+001 0.15000000E+002 0.32321425E+001 0.33179853E+001 0.24978638E+001 0.25305851E+001 0.32593385E+001
0.22735807E+001 0.20451520E+001 0.14813027E+001 0.32370650E+001 0.23845076E+001 -.82280245E+000 0.12482618E+001 0.91952771E+000 0.68245017E+000
0.75232058E+000 0.11065263E+001 0.55920374E+000 0.10249887E+001 0.74723368E+000 0.10219422E+001 0.75417586E+000 0.10227531E+001 0.00000000E+000 0.54236614E+000
0.52326213E+000 0.00000000E+000 0.56631238E+000 0.10233531E+001 0.10449379E+001 0.56808691E+000 0.51648847E+000 0.17938970E+000 0.17954644E+000 0.20891471E+000
0.25481820E+000 0.16555527E+000 0.20085372E+000 0.18936691E+000 0.22478034E+000 0.18370544E+000 0.17751246E+000 0.16388300E+000 0.31946275E+000 0.29247480E+000
0.20616627E+000 0.17415990E+000 0.37086488E+000 0.24862834E+000 0.71304800E+000 0.20739682E+000 0.28124459E+000 0.20979506E+000 0.70943315E+000 0.21058601E+000
0.23966676E+000 0.49455972E+000 0.32939135E+000 0.19698448E+000 0.23660645E+000 0.18698594E+000 0.19651060E+000 0.18712958E+000 0.22555211E+000 0.25756510E+000
0.18480621E+000 0.21700397E+000 0.21460404E+000 0.20851331E+000 0.20813538E+000 0.22401140E+000 0.22367908E+000 0.21083445E+000 0.20948955E+000 0.23870112E+000
0.45119058E+000 0.31754999E+000 0.40442060E+000 0.28923853E+000 0.26676052E+000 0.22269292E+000 0.35937976E+000 0.25639371E+000 0.98829020E+000 0.33968215E+000
0.40314887E+000 0.72175211E+000 0.47559009E+000 0.72303059E+000 0.00000000E+000 0.72763462E+000 0.84822425E+000 0.52626509E+000 0.54029754E+000 0.73707583E+000
0.48585445E+000 0.48042454E+000 0.36462012E+000 0.72850834E+000 0.53327351E+000 0.25176933E+000 0.15901559E+000 0.16452072E+000 0.17648430E+000
0.89000000E+002 -.44115590E+004 0.90011180E+004 0.93762182E+004 0.90937267E+004 0.72484182E+004 0.13088900E+006 0.10000000E+001 0.17078560E+004 0.13088900E+006
0.10000000E+001
2
-.12162018E+001 -.14577912E+001 -.84049705E+000 -.17009646E+001 -.10035092E+001 -.32498835E+001 -.20639684E+001 -.17333586E+001 -.15000000E+002 -.32220756E+001
-.10800009E+001 -.33970166E+001 -.20826919E+001 -.32479469E+001 -.25247651E+001 -.32296649E+001 -.25994896E+001 -.10758406E+001 -.12049194E+001 -.16931673E+001
-.19317735E+001 -.10266419E+001 -.15577139E+001 -.16840246E+001 -.23409973E+001 0.12020272E+001 0.12805904E+001 0.79531374E+000 0.15003348E+001 0.29094373E+001
